sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-DK-A3IS-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-DK-A3IV-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-DK-A3X2-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-E5-A2PC-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-E7-A3X6-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-E7-A3Y1-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-FJ-A3ZE-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-FJ-A3ZF-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-FT-A3EE-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-G2-A3IE-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-G2-A3VY-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GC-A3BM-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GC-A3RB-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GC-A3RD-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GD-A3OQ-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GU-A42R-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A3JW-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A3QF-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A3QH-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A3QI-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A3QK-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-GV-A40G-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-H4-A2HO-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-H4-A2HQ-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-HQ-A2OE-01	1	NA	NA	NA	NA	NA	NA	BLCA.1
TCGA-BL-A13J-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A20Q-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A20R-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A20T-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A20W-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A2LB-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-C4-A0F6-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-CF-A1HR-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-CU-A0YO-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-CU-A0YR-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A1A3-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A1A5-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A1AC-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A1AD-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A1AF-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A2HX-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A2I1-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A3IK-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A3IL-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A3IN-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A3IT-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-DK-A3X1-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3NA-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SJ-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SL-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SM-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SN-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SQ-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SR-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FD-A3SS-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-FJ-A3Z7-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-G2-A2EC-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-G2-A2EK-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-G2-A2EO-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GC-A3OO-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GD-A2C5-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GD-A3OP-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GV-A3JV-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GV-A3JX-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-GV-A3JZ-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-K4-A3WS-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-K4-A3WU-01	2	NA	NA	NA	NA	NA	NA	BLCA.2
TCGA-BT-A0S7-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-BT-A0YX-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-BT-A20U-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-BT-A3PJ-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-BT-A3PK-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-C4-A0F0-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-C4-A0F1-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-C4-A0F7-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-CF-A1HS-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-CU-A0YN-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-CU-A3KJ-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A1AB-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A1AE-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A2I2-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A2I6-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A3IM-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A3WW-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-DK-A3WX-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-FD-A3B3-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-FD-A3B5-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-FD-A3N5-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-FD-A3SO-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-G2-A2EJ-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-G2-A2ES-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-G2-A3IB-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-GC-A3I6-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-GC-A3RC-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-GC-A3WC-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-GC-A3YS-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-GV-A40E-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-K4-A3WV-01	3	NA	NA	NA	NA	NA	NA	BLCA.3
TCGA-BL-A13I-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-BL-A3JM-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-BT-A20J-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-BT-A20O-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-BT-A2LD-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-DK-A2I4-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-DK-A3IU-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-DK-A3WY-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-FD-A3B6-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-FD-A3B7-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-FD-A3B8-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-FD-A3SP-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-G2-A2EF-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-GD-A3OS-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-GV-A3QG-01	4	NA	NA	NA	NA	NA	NA	BLCA.4
TCGA-E2-A158-11	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-BH-A0DD-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A1EO-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0B5-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A7-A13G-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-E9-A1NF-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A7-A0D9-11	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-A7-A0DB-11	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-BH-A0B8-11	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-E9-A1RC-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-E9-A1RF-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-E2-A1LS-11	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-E9-A1RI-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-GI-A2C8-11	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A07B-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A08B-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A08P-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A094-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A09T-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A03O-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-BH-A0DZ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A04P-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A04Q-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A04T-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A04V-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A041-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A046-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A04A-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A04C-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-AN-A04D-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-AO-A03T-01	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-AQ-A04J-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A7-A0CH-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06T-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A07F-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A081-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A08C-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A08T-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A0AJ-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AN-A0AS-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A03P-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07I-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A082-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A08F-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A08X-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A09K-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09X-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-BH-A0AY-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06X-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07J-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A092-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A09C-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A09Q-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A0A7-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A2-A04X-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A2-A04Y-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A2-A0CM-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0CQ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0CU-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06Q-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07C-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A7-A0CD-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A7-A0DB-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06O-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A076-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07P-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A086-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A08J-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A07G-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A07R-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A8-A07S-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07U-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A8-A08R-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A8-A08S-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A097-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09V-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A0A2-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A0AB-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A0AM-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AN-A0AT-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-BH-A0BD-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A09B-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A0A4-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A0AL-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-AN-A0FV-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-BH-A0BV-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06Y-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A07L-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A08H-01	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-A8-A090-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09A-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09N-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A0A1-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AN-A049-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A7-A0CE-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A7-A0DC-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A06P-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A079-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A07W-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AN-A0AK-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AN-A0FJ-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0CY-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A2-A0CZ-01	Normal	NA	NA	NA	NA	NA	NA	BRCA.Normal
TCGA-A2-A0D1-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A2-A0D2-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0EM-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0EO-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0EQ-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A2-A0ER-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A08L-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A093-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09D-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A09R-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A8-A0A9-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0E7-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0EB-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0EE-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A1-A0SE-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0ST-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0SU-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0T2-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0T4-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AR-A0TT-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AR-A0TV-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-B6-A0RM-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-B6-A0RN-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0DH-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0DQ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JJ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JL-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-AO-A0JM-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-B6-A0IK-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-B6-A0RE-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-B6-A0RG-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-B6-A0RI-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0AW-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-BH-A0B1-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0B3-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-BH-A0B8-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0BA-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0BJ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0RX-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0CT-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0EU-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A7-A0D9-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A08O-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A0A6-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A8-A0AD-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A03L-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JA-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JC-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JD-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AO-A0JE-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-AO-A0JF-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AO-A0JI-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0BM-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0C0-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-BH-A0DK-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0DP-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0DS-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0E0-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-BH-A0E1-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0E2-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0GY-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0GZ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0H0-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-BH-A0H6-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0H9-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0HB-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0HF-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A1-A0SO-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A1-A0SP-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0T0-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0T1-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-A8-A075-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AO-A0JG-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AR-A0TQ-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-AR-A0TR-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-B6-A0RL-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-B6-A0RU-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-B6-A0RV-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0BC-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A1-A0SK-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A1-A0SM-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0SX-01	Basal	NA	NA	NA	NA	NA	NA	BRCA.Basal
TCGA-A2-A0SY-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A1-A0SH-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A1-A0SJ-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0EN-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0SV-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A2-A0SW-01	LumB	NA	NA	NA	NA	NA	NA	BRCA.LumB
TCGA-A2-A0T5-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-A2-A0T6-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AR-A0TW-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-AR-A0TX-01	Her2	NA	NA	NA	NA	NA	NA	BRCA.Her2
TCGA-B6-A0RO-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-B6-A0RP-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0HI-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0HK-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
TCGA-BH-A0HX-01	LumA	NA	NA	NA	NA	NA	NA	BRCA.LumA
